simDay,A,D,E,I1,I2,R1,R2,S
177,0.013365791652057087,0.0015163249868714221,0.00019770101652222038,0.000262444970728447,0.0005560623286831737,0.043011949521759484,0.18307775741331894,0.7580119681100588
178,0.01297225073330661,0.001519537823608034,0.000189576675754399,0.0002510700831478081,0.0005324126390781495,0.042694004259482395,0.1840940383230316,0.7577471094625907
179,0.012588457039640845,0.0015226158181911372,0.0001818834794830744,0.00024021274958621668,0.0005097425369112312,0.04237801926281904,0.1850860185362481,0.7574930505771204
180,0.012214414450243455,0.001525562019036427,0.00017446353119331937,0.0002298655395892705,0.00048802290253716595,0.04206422662119322,0.18605409356735791,0.7572493513688496
181,0.011849940632868589,0.0015283840637675759,0.00016740928880683975,0.00021999415707382969,0.00046721992631159964,0.041752848335413685,0.18699867494997213,0.7570155286457856
182,0.011494956979841422,0.0015310859446236928,0.00016065117773899625,0.00021058272003633642,0.0004473033806904662,0.04144408478345886,0.1879201708468679,0.7567911641667421
183,0.011149350468447167,0.0015336727197433468,0.00015417623312848853,0.0002016114291761516,0.00042824214515421825,0.041138123082539065,0.18881898598285807,0.7565758379389531
184,0.010812965354091528,0.0015361503713500642,0.00014802215860066487,0.0001930556954613337,0.0004100044406731028,0.040835138016126725,0.18969552892985003,0.7563691350338462
185,0.010485715088274885,0.0015385217115581181,0.0001421024294605704,0.00018490390043288972,0.00039256210773242064,0.04053528710594556,0.19055021087372648,0.756170696782869
186,0.010167408307847287,0.001540793232373856,0.00013647637567086316,0.00017713009441242992,0.0003758832449287224,0.04023871874975961,0.19138345165290233,0.7559801383421052
187,0.009857935457863065,0.0015429678146877037,0.00013107828342179352,0.00016972217704614627,0.00035994036273570324,0.039945564865784974,0.19219566371542815,0.7557971273230321
188,0.009557132966290795,0.0015450501988035726,0.00012591782545742615,0.0001626611068842037,0.00034470431653172676,0.03965594680668109,0.19298726164875382,0.7556213251305971
189,0.009264841097451437,0.0015470448029235037,0.0001210006760044916,0.000155929440387331,0.00033014683440788786,0.03936997433903699,0.19375865504763218,0.7554524077621564
190,0.008980928068185949,0.0015489542589990901,0.00011627615235118884,0.00014951569857896886,0.000316242042378258,0.03908774446311094,0.19451025522650245,0.7552900840898932
191,0.008705202856156705,0.0015507838563139124,0.00011178736490351937,0.00014339989245869118,0.00030296188294420454,0.03880934671734536,0.19524247003787945,0.7551340473919984
192,0.008437529750964701,0.001552535705109746,0.00010747525404409362,0.00013757241396499442,0.00029028213346072196,0.03853485705588453,0.19595571151877283,0.7549840361677976
193,0.008177726021694599,0.0015542140746433745,0.0001033598823606638,0.00013201665030173042,0.0002781768980406378,0.03826434339767617,0.1966503852005196,0.7548397778747633
194,0.007925630733268277,0.0015558221312701123,9.943000520040837e-05,0.00012672016164854135,0.00026662203978814933,0.037997864088358924,0.1973268912869627,0.7547010195535026
195,0.007681091693885652,0.0015573623427920674,9.56572418322147e-05,0.00012167273860507516,0.00025559480184986276,0.037735468487093436,0.19798562775141598,0.7545675249425255
196,0.007443917893224515,0.001558838870112831,9.20712973006171e-05,0.00011685858739537816,0.00024507135394212444,0.037477198794654165,0.1986269894836254,0.7544390537197445
197,0.007213964658318292,0.0015602533001391444,8.862465048025776e-05,0.00011227037717260487,0.00023503103008657512,0.03722308709050704,0.19925137158152684,0.7543153973117689
198,0.006991047568727718,0.0015616093608191168,8.533792852351297e-05,0.00010789445562172966,0.0002254516951731817,0.036973159950739104,0.1998591614033942,0.7541963376370012
199,0.006775006323100287,0.0015629092606190694,8.219320514255656e-05,0.00010372165723819433,0.00021631334316899896,0.036727435571679734,0.20045074332045956,0.7540816773185915
200,0.006565680018046496,0.001564155286361978,7.91780356462068e-05,9.974293271126241e-05,0.00020759653715914734,0.036485925945464334,0.20102649539125825,0.7539712258533523
